baseID,geneID,gene.name
G006273,HVAEP3.G006273,HVAEP1-G006273
G006274,HVAEP3.G006274,HVAEP1-G006274
G006275,HVAEP3.G006275,HVAEP1-G006275
G006276,HVAEP3.G006276,HVAEP1-G006276
G006277,HVAEP3.G006277,HVAEP1-G006277
G006278,HVAEP3.G006278,HVAEP1-G006278
G006279,HVAEP3.G006279,HVAEP1-G006279
G006280,HVAEP3.G006280,HVAEP1-G006280
G006281,HVAEP3.G006281,HVAEP1-G006281
G006282,HVAEP3.G006282,HVAEP1-G006282
G006283,HVAEP3.G006283,HVAEP1-G006283
G006284,HVAEP3.G006284,HVAEP1-G006284
G006285,HVAEP3.G006285,HVAEP1-G006285
G006286,HVAEP3.G006286,HVAEP1-G006286
G006287,HVAEP3.G006287,HVAEP1-G006287
G006288,HVAEP3.G006288,HVAEP1-G006288
G006289,HVAEP3.G006289,HVAEP1-G006289
G006290,HVAEP3.G006290,HVAEP1-G006290
G006291,HVAEP3.G006291,HVAEP1-G006291
G006292,HVAEP3.G006292,HVAEP1-G006292
G006293,HVAEP3.G006293,HVAEP1-G006293
G006294,HVAEP3.G006294,HVAEP1-G006294
G006295,HVAEP3.G006295,HVAEP1-G006295
G006296,HVAEP3.G006296,HVAEP1-G006296
G006297,HVAEP3.G006297,HVAEP1-G006297
G006298,HVAEP3.G006298,HVAEP1-G006298
G006299,HVAEP3.G006299,HVAEP1-G006299
G006300,HVAEP3.G006300,HVAEP1-G006300
G006301,HVAEP3.G006301,HVAEP1-G006301
G006302,HVAEP3.G006302,HVAEP1-G006302
G006303,HVAEP3.G006303,HVAEP1-G006303
G006304,HVAEP3.G006304,HVAEP1-G006304
G006305,HVAEP3.G006305,HVAEP1-G006305
G006306,HVAEP3.G006306,HVAEP1-G006306
G006307,HVAEP3.G006307,HVAEP1-G006307
G006308,HVAEP3.G006308,HVAEP1-G006308
G006309,HVAEP3.G006309,HVAEP1-G006309
G006310,HVAEP3.G006310,HVAEP1-G006310
G006311,HVAEP3.G006311,HVAEP1-G006311
G006312,HVAEP3.G006312,HVAEP1-G006312
G006313,HVAEP3.G006313,HVAEP1-G006313
G006314,HVAEP3.G006314,HVAEP1-G006314
G006315,HVAEP3.G006315,HVAEP1-G006315
G006316,HVAEP3.G006316,HVAEP1-G006316
G006317,HVAEP3.G006317,HVAEP1-G006317
G006318,HVAEP3.G006318,HVAEP1-G006318
G006319,HVAEP3.G006319,HVAEP1-G006319
G006320,HVAEP3.G006320,HVAEP1-G006320
G006321,HVAEP3.G006321,HVAEP1-G006321
G006322,HVAEP3.G006322,HVAEP1-G006322
G006323,HVAEP3.G006323,HVAEP1-G006323
G006324,HVAEP3.G006324,HVAEP1-G006324
G006325,HVAEP3.G006325,HVAEP1-G006325
G006326,HVAEP3.G006326,HVAEP1-G006326
G006327,HVAEP3.G006327,HVAEP1-G006327
G006328,HVAEP3.G006328,HVAEP1-G006328
G006329,HVAEP3.G006329,HVAEP1-G006329
G006330,HVAEP3.G006330,HVAEP1-G006330
G006331,HVAEP3.G006331,HVAEP1-G006331
G006332,HVAEP3.G006332,HVAEP1-G006332
G006333,HVAEP3.G006333,HVAEP1-G006333
G006334,HVAEP3.G006334,HVAEP1-G006334
G006335,HVAEP3.G006335,HVAEP1-G006335
G006336,HVAEP3.G006336,HVAEP1-G006336
G006337,HVAEP3.G006337,HVAEP1-G006337
G006338,HVAEP3.G006338,HVAEP1-G006338
G006339,HVAEP3.G006339,HVAEP1-G006339
G006340,HVAEP3.G006340,HVAEP1-G006340
G006341,HVAEP3.G006341,HVAEP1-G006341
G006342,HVAEP3.G006342,HVAEP1-G006342
G006343,HVAEP3.G006343,HVAEP1-G006343
G006344,HVAEP3.G006344,HVAEP1-G006344
G006345,HVAEP3.G006345,HVAEP1-G006345
G006346,HVAEP3.G006346,HVAEP1-G006346
G006347,HVAEP3.G006347,HVAEP1-G006347
G006348,HVAEP3.G006348,HVAEP1-G006348
G006349,HVAEP3.G006349,HVAEP1-G006349
G006350,HVAEP3.G006350,HVAEP1-G006350
G006351,HVAEP3.G006351,HVAEP1-G006351
G006352,HVAEP3.G006352,HVAEP1-G006352
G006353,HVAEP3.G006353,HVAEP1-G006353
G006354,HVAEP3.G006354,HVAEP1-G006354
G006355,HVAEP3.G006355,HVAEP1-G006355
G006356,HVAEP3.G006356,HVAEP1-G006356
G006357,HVAEP3.G006357,HVAEP1-G006357
G006358,HVAEP3.G006358,HVAEP1-G006358
G006359,HVAEP3.G006359,HVAEP1-G006359
G006360,HVAEP3.G006360,HVAEP1-G006360
G006361,HVAEP3.G006361,HVAEP1-G006361
G006362,HVAEP3.G006362,HVAEP1-G006362
G006363,HVAEP3.G006363,HVAEP1-G006363
G006364,HVAEP3.G006364,HVAEP1-G006364
G006365,HVAEP3.G006365,HVAEP1-G006365
G006366,HVAEP3.G006366,HVAEP1-G006366
G006367,HVAEP3.G006367,HVAEP1-G006367
G006368,HVAEP3.G006368,HVAEP1-G006368
G006369,HVAEP3.G006369,HVAEP1-G006369
G006370,HVAEP3.G006370,HVAEP1-G006370
G006371,HVAEP3.G006371,HVAEP1-G006371
G006372,HVAEP3.G006372,HVAEP1-G006372
G006373,HVAEP3.G006373,HVAEP1-G006373
G006374,HVAEP3.G006374,HVAEP1-G006374
G006375,HVAEP3.G006375,HVAEP1-G006375
G006376,HVAEP3.G006376,HVAEP1-G006376
G006377,HVAEP3.G006377,HVAEP1-G006377
G006378,HVAEP3.G006378,HVAEP1-G006378
G006379,HVAEP3.G006379,HVAEP1-G006379
G006380,HVAEP3.G006380,HVAEP1-G006380
G006381,HVAEP3.G006381,HVAEP1-G006381
G006382,HVAEP3.G006382,HVAEP1-G006382
G006383,HVAEP3.G006383,HVAEP1-G006383
G006384,HVAEP3.G006384,HVAEP1-G006384
G006385,HVAEP3.G006385,HVAEP1-G006385
G006386,HVAEP3.G006386,HVAEP1-G006386
G006387,HVAEP3.G006387,HVAEP1-G006387
G006388,HVAEP3.G006388,HVAEP1-G006388
G006389,HVAEP3.G006389,HVAEP1-G006389
G006390,HVAEP3.G006390,HVAEP1-G006390
G006391,HVAEP3.G006391,HVAEP1-G006391
G006392,HVAEP3.G006392,HVAEP1-G006392
G006393,HVAEP3.G006393,HVAEP1-G006393
G006394,HVAEP3.G006394,HVAEP1-G006394
G006395,HVAEP3.G006395,HVAEP1-G006395
G006396,HVAEP3.G006396,HVAEP1-G006396
G006397,HVAEP3.G006397,HVAEP1-G006397
G006398,HVAEP3.G006398,HVAEP1-G006398
G006399,HVAEP3.G006399,HVAEP1-G006399
G006400,HVAEP3.G006400,HVAEP1-G006400
G006401,HVAEP3.G006401,HVAEP1-G006401
G006402,HVAEP3.G006402,HVAEP1-G006402
G006403,HVAEP3.G006403,HVAEP1-G006403
G006404,HVAEP3.G006404,HVAEP1-G006404
G006405,HVAEP3.G006405,HVAEP1-G006405
G006406,HVAEP3.G006406,HVAEP1-G006406
G006407,HVAEP3.G006407,HVAEP1-G006407
G006408,HVAEP3.G006408,HVAEP1-G006408
G006409,HVAEP3.G006409,HVAEP1-G006409
G006410,HVAEP3.G006410,HVAEP1-G006410
G006411,HVAEP3.G006411,HVAEP1-G006411
G006412,HVAEP3.G006412,HVAEP1-G006412
G006413,HVAEP3.G006413,HVAEP1-G006413
G006414,HVAEP3.G006414,HVAEP1-G006414
G006415,HVAEP3.G006415,HVAEP1-G006415
G006416,HVAEP3.G006416,HVAEP1-G006416
G006417,HVAEP3.G006417,HVAEP1-G006417
G006418,HVAEP3.G006418,HVAEP1-G006418
G006419,HVAEP3.G006419,HVAEP1-G006419
G006420,HVAEP3.G006420,HVAEP1-G006420
G006421,HVAEP3.G006421,HVAEP1-G006421
G006422,HVAEP3.G006422,HVAEP1-G006422
G006423,HVAEP3.G006423,HVAEP1-G006423
G006424,HVAEP3.G006424,HVAEP1-G006424
G006425,HVAEP3.G006425,HVAEP1-G006425
G006426,HVAEP3.G006426,HVAEP1-G006426
G006427,HVAEP3.G006427,HVAEP1-G006427
G006428,HVAEP3.G006428,HVAEP1-G006428
G006429,HVAEP3.G006429,HVAEP1-G006429
G006430,HVAEP3.G006430,HVAEP1-G006430
G006431,HVAEP3.G006431,HVAEP1-G006431
G006432,HVAEP3.G006432,HVAEP1-G006432
G006433,HVAEP3.G006433,HVAEP1-G006433
G006434,HVAEP3.G006434,HVAEP1-G006434
G006435,HVAEP3.G006435,HVAEP1-G006435
G006436,HVAEP3.G006436,HVAEP1-G006436
G006437,HVAEP3.G006437,HVAEP1-G006437
G006438,HVAEP3.G006438,HVAEP1-G006438
G006439,HVAEP3.G006439,HVAEP1-G006439
G006440,HVAEP3.G006440,HVAEP1-G006440
G006441,HVAEP3.G006441,HVAEP1-G006441
G006442,HVAEP3.G006442,HVAEP1-G006442
G006443,HVAEP3.G006443,HVAEP1-G006443
G006444,HVAEP3.G006444,HVAEP1-G006444
G006445,HVAEP3.G006445,HVAEP1-G006445
G006446,HVAEP3.G006446,HVAEP1-G006446
G006447,HVAEP3.G006447,HVAEP1-G006447
G006448,HVAEP3.G006448,HVAEP1-G006448
G006449,HVAEP3.G006449,HVAEP1-G006449
G006450,HVAEP3.G006450,HVAEP1-G006450
G006451,HVAEP3.G006451,HVAEP1-G006451
G006452,HVAEP3.G006452,HVAEP1-G006452
G006453,HVAEP3.G006453,HVAEP1-G006453
G006454,HVAEP3.G006454,HVAEP1-G006454
G006455,HVAEP3.G006455,HVAEP1-G006455
G006456,HVAEP3.G006456,HVAEP1-G006456
G006457,HVAEP3.G006457,HVAEP1-G006457
G006458,HVAEP3.G006458,HVAEP1-G006458
G006459,HVAEP3.G006459,HVAEP1-G006459
G006460,HVAEP3.G006460,HVAEP1-G006460
G006461,HVAEP3.G006461,HVAEP1-G006461
G006462,HVAEP3.G006462,HVAEP1-G006462
G006463,HVAEP3.G006463,HVAEP1-G006463
G006464,HVAEP3.G006464,HVAEP1-G006464
G006465,HVAEP3.G006465,HVAEP1-G006465
G006466,HVAEP3.G006466,HVAEP1-G006466
G006467,HVAEP3.G006467,HVAEP1-G006467
G006468,HVAEP3.G006468,HVAEP1-G006468
G006469,HVAEP3.G006469,HVAEP1-G006469
G006470,HVAEP3.G006470,HVAEP1-G006470
G006471,HVAEP3.G006471,HVAEP1-G006471
G006472,HVAEP3.G006472,HVAEP1-G006472
G006473,HVAEP3.G006473,HVAEP1-G006473
G006474,HVAEP3.G006474,HVAEP1-G006474
G006475,HVAEP3.G006475,HVAEP1-G006475
G006476,HVAEP3.G006476,HVAEP1-G006476
G006477,HVAEP3.G006477,HVAEP1-G006477
G006478,HVAEP3.G006478,HVAEP1-G006478
G006479,HVAEP3.G006479,HVAEP1-G006479
G006480,HVAEP3.G006480,HVAEP1-G006480
G006481,HVAEP3.G006481,HVAEP1-G006481
G006482,HVAEP3.G006482,HVAEP1-G006482
G006483,HVAEP3.G006483,HVAEP1-G006483
G006484,HVAEP3.G006484,HVAEP1-G006484
G006485,HVAEP3.G006485,HVAEP1-G006485
G006486,HVAEP3.G006486,HVAEP1-G006486
G006487,HVAEP3.G006487,HVAEP1-G006487
G006488,HVAEP3.G006488,HVAEP1-G006488
G006489,HVAEP3.G006489,HVAEP1-G006489
G006490,HVAEP3.G006490,HVAEP1-G006490
G006491,HVAEP3.G006491,HVAEP1-G006491
G006492,HVAEP3.G006492,HVAEP1-G006492
G006493,HVAEP3.G006493,HVAEP1-G006493
G006494,HVAEP3.G006494,HVAEP1-G006494
G006495,HVAEP3.G006495,HVAEP1-G006495
G006496,HVAEP3.G006496,HVAEP1-G006496
G006497,HVAEP3.G006497,HVAEP1-G006497
G006498,HVAEP3.G006498,HVAEP1-G006498
G006499,HVAEP3.G006499,HVAEP1-G006499
G006500,HVAEP3.G006500,HVAEP1-G006500
G006501,HVAEP3.G006501,HVAEP1-G006501
G006502,HVAEP3.G006502,HVAEP1-G006502
G006503,HVAEP3.G006503,HVAEP1-G006503
G006504,HVAEP3.G006504,HVAEP1-G006504
G006505,HVAEP3.G006505,HVAEP1-G006505
G006506,HVAEP3.G006506,HVAEP1-G006506
G006507,HVAEP3.G006507,HVAEP1-G006507
G006508,HVAEP3.G006508,HVAEP1-G006508
G006509,HVAEP3.G006509,HVAEP1-G006509
G006510,HVAEP3.G006510,HVAEP1-G006510
G006511,HVAEP3.G006511,HVAEP1-G006511
G006512,HVAEP3.G006512,HVAEP1-G006512
G006513,HVAEP3.G006513,HVAEP1-G006513
G006514,HVAEP3.G006514,HVAEP1-G006514
G006515,HVAEP3.G006515,HVAEP1-G006515
G006516,HVAEP3.G006516,HVAEP1-G006516
G006517,HVAEP3.G006517,HVAEP1-G006517
G006518,HVAEP3.G006518,HVAEP1-G006518
G006519,HVAEP3.G006519,HVAEP1-G006519
G006520,HVAEP3.G006520,HVAEP1-G006520
G006521,HVAEP3.G006521,HVAEP1-G006521
G006522,HVAEP3.G006522,HVAEP1-G006522
G006523,HVAEP3.G006523,HVAEP1-G006523
G006524,HVAEP3.G006524,HVAEP1-G006524
G006525,HVAEP3.G006525,HVAEP1-G006525
G006526,HVAEP3.G006526,HVAEP1-G006526
G006527,HVAEP3.G006527,HVAEP1-G006527
G006528,HVAEP3.G006528,HVAEP1-G006528
G006529,HVAEP3.G006529,HVAEP1-G006529
G006530,HVAEP3.G006530,HVAEP1-G006530
G006531,HVAEP3.G006531,HVAEP1-G006531
G006532,HVAEP3.G006532,HVAEP1-G006532
G006533,HVAEP3.G006533,HVAEP1-G006533
G006534,HVAEP3.G006534,HVAEP1-G006534
G006535,HVAEP3.G006535,HVAEP1-G006535
G006536,HVAEP3.G006536,HVAEP1-G006536
G006537,HVAEP3.G006537,HVAEP1-G006537
G006538,HVAEP3.G006538,HVAEP1-G006538
G006539,HVAEP3.G006539,HVAEP1-G006539
G006540,HVAEP3.G006540,HVAEP1-G006540
G006541,HVAEP3.G006541,HVAEP1-G006541
G006542,HVAEP3.G006542,HVAEP1-G006542
G006543,HVAEP3.G006543,HVAEP1-G006543
G006544,HVAEP3.G006544,HVAEP1-G006544
G006545,HVAEP3.G006545,HVAEP1-G006545
G006546,HVAEP3.G006546,HVAEP1-G006546
G006547,HVAEP3.G006547,HVAEP1-G006547
G006548,HVAEP3.G006548,HVAEP1-G006548
G006549,HVAEP3.G006549,HVAEP1-G006549
G006550,HVAEP3.G006550,HVAEP1-G006550
G006551,HVAEP3.G006551,HVAEP1-G006551
G006552,HVAEP3.G006552,HVAEP1-G006552
G006553,HVAEP3.G006553,HVAEP1-G006553
G006554,HVAEP3.G006554,HVAEP1-G006554
G006555,HVAEP3.G006555,HVAEP1-G006555
G006556,HVAEP3.G006556,HVAEP1-G006556
G006557,HVAEP3.G006557,HVAEP1-G006557
G006558,HVAEP3.G006558,HVAEP1-G006558
G006559,HVAEP3.G006559,HVAEP1-G006559
G006560,HVAEP3.G006560,HVAEP1-G006560
G006561,HVAEP3.G006561,HVAEP1-G006561
G006562,HVAEP3.G006562,HVAEP1-G006562
G006563,HVAEP3.G006563,HVAEP1-G006563
G006564,HVAEP3.G006564,HVAEP1-G006564
G006565,HVAEP3.G006565,HVAEP1-G006565
G006566,HVAEP3.G006566,HVAEP1-G006566
G006567,HVAEP3.G006567,HVAEP1-G006567
G006568,HVAEP3.G006568,HVAEP1-G006568
G006569,HVAEP3.G006569,HVAEP1-G006569
G006570,HVAEP3.G006570,HVAEP1-G006570
G006571,HVAEP3.G006571,HVAEP1-G006571
G006572,HVAEP3.G006572,HVAEP1-G006572
G006573,HVAEP3.G006573,HVAEP1-G006573
G006574,HVAEP3.G006574,HVAEP1-G006574
G006575,HVAEP3.G006575,HVAEP1-G006575
G006576,HVAEP3.G006576,HVAEP1-G006576
G006577,HVAEP3.G006577,HVAEP1-G006577
G006578,HVAEP3.G006578,HVAEP1-G006578
G006579,HVAEP3.G006579,HVAEP1-G006579
G006580,HVAEP3.G006580,HVAEP1-G006580
G006581,HVAEP3.G006581,HVAEP1-G006581
G006582,HVAEP3.G006582,HVAEP1-G006582
G006583,HVAEP3.G006583,HVAEP1-G006583
G006584,HVAEP3.G006584,HVAEP1-G006584
G006585,HVAEP3.G006585,HVAEP1-G006585
G006586,HVAEP3.G006586,HVAEP1-G006586
G006587,HVAEP3.G006587,HVAEP1-G006587
G006588,HVAEP3.G006588,HVAEP1-G006588
G006589,HVAEP3.G006589,HVAEP1-G006589
G006590,HVAEP3.G006590,HVAEP1-G006590
G006591,HVAEP3.G006591,HVAEP1-G006591
G006592,HVAEP3.G006592,HVAEP1-G006592
G006593,HVAEP3.G006593,HVAEP1-G006593
G006594,HVAEP3.G006594,HVAEP1-G006594
G006595,HVAEP3.G006595,HVAEP1-G006595
G006596,HVAEP3.G006596,HVAEP1-G006596
G006597,HVAEP3.G006597,HVAEP1-G006597
G006598,HVAEP3.G006598,HVAEP1-G006598
G006599,HVAEP3.G006599,HVAEP1-G006599
G006600,HVAEP3.G006600,HVAEP1-G006600
G006601,HVAEP3.G006601,HVAEP1-G006601
G006602,HVAEP3.G006602,HVAEP1-G006602
G006603,HVAEP3.G006603,HVAEP1-G006603
G006604,HVAEP3.G006604,HVAEP1-G006604
G006605,HVAEP3.G006605,HVAEP1-G006605
G006606,HVAEP3.G006606,HVAEP1-G006606
G006607,HVAEP3.G006607,HVAEP1-G006607
G006608,HVAEP3.G006608,HVAEP1-G006608
G006609,HVAEP3.G006609,HVAEP1-G006609
G006610,HVAEP3.G006610,HVAEP1-G006610
G006611,HVAEP3.G006611,HVAEP1-G006611
G006612,HVAEP3.G006612,HVAEP1-G006612
G006613,HVAEP3.G006613,HVAEP1-G006613
G006614,HVAEP3.G006614,HVAEP1-G006614
G006615,HVAEP3.G006615,HVAEP1-G006615
G006616,HVAEP3.G006616,HVAEP1-G006616
G006617,HVAEP3.G006617,HVAEP1-G006617
G006618,HVAEP3.G006618,HVAEP1-G006618
G006619,HVAEP3.G006619,HVAEP1-G006619
G006620,HVAEP3.G006620,HVAEP1-G006620
G006621,HVAEP3.G006621,HVAEP1-G006621
G006622,HVAEP3.G006622,HVAEP1-G006622
G006623,HVAEP3.G006623,HVAEP1-G006623
G006624,HVAEP3.G006624,HVAEP1-G006624
G006625,HVAEP3.G006625,HVAEP1-G006625
G006626,HVAEP3.G006626,HVAEP1-G006626
G006627,HVAEP3.G006627,HVAEP1-G006627
G006628,HVAEP3.G006628,HVAEP1-G006628
G006629,HVAEP3.G006629,HVAEP1-G006629
G006630,HVAEP3.G006630,HVAEP1-G006630
G006631,HVAEP3.G006631,HVAEP1-G006631
G006632,HVAEP3.G006632,HVAEP1-G006632
G006633,HVAEP3.G006633,HVAEP1-G006633
G006634,HVAEP3.G006634,HVAEP1-G006634
G006635,HVAEP3.G006635,HVAEP1-G006635
G006636,HVAEP3.G006636,HVAEP1-G006636
G006637,HVAEP3.G006637,HVAEP1-G006637
G006638,HVAEP3.G006638,HVAEP1-G006638
G006639,HVAEP3.G006639,HVAEP1-G006639
G006640,HVAEP3.G006640,HVAEP1-G006640
G006641,HVAEP3.G006641,HVAEP1-G006641
G006642,HVAEP3.G006642,HVAEP1-G006642
G006643,HVAEP3.G006643,HVAEP1-G006643
G006644,HVAEP3.G006644,HVAEP1-G006644
G006645,HVAEP3.G006645,HVAEP1-G006645
G006646,HVAEP3.G006646,HVAEP1-G006646
G006647,HVAEP3.G006647,HVAEP1-G006647
G006648,HVAEP3.G006648,HVAEP1-G006648
G006649,HVAEP3.G006649,HVAEP1-G006649
G006650,HVAEP3.G006650,HVAEP1-G006650
G006651,HVAEP3.G006651,HVAEP1-G006651
G006652,HVAEP3.G006652,HVAEP1-G006652
G006653,HVAEP3.G006653,HVAEP1-G006653
G006654,HVAEP3.G006654,HVAEP1-G006654
G006655,HVAEP3.G006655,HVAEP1-G006655
G006656,HVAEP3.G006656,HVAEP1-G006656
G006657,HVAEP3.G006657,HVAEP1-G006657
G006658,HVAEP3.G006658,HVAEP1-G006658
G006659,HVAEP3.G006659,HVAEP1-G006659
G006660,HVAEP3.G006660,HVAEP1-G006660
G006661,HVAEP3.G006661,HVAEP1-G006661
G006662,HVAEP3.G006662,HVAEP1-G006662
G006663,HVAEP3.G006663,HVAEP1-G006663
G006664,HVAEP3.G006664,HVAEP1-G006664
G006665,HVAEP3.G006665,HVAEP1-G006665
G006666,HVAEP3.G006666,HVAEP1-G006666
G006667,HVAEP3.G006667,HVAEP1-G006667
G006668,HVAEP3.G006668,HVAEP1-G006668
G006669,HVAEP3.G006669,HVAEP1-G006669
G006670,HVAEP3.G006670,HVAEP1-G006670
G006671,HVAEP3.G006671,HVAEP1-G006671
G006672,HVAEP3.G006672,HVAEP1-G006672
G006673,HVAEP3.G006673,HVAEP1-G006673
G006674,HVAEP3.G006674,HVAEP1-G006674
G006675,HVAEP3.G006675,HVAEP1-G006675
G006676,HVAEP3.G006676,HVAEP1-G006676
G006677,HVAEP3.G006677,HVAEP1-G006677
G006678,HVAEP3.G006678,HVAEP1-G006678
G006679,HVAEP3.G006679,HVAEP1-G006679
G006680,HVAEP3.G006680,HVAEP1-G006680
G006681,HVAEP3.G006681,HVAEP1-G006681
G006682,HVAEP3.G006682,HVAEP1-G006682
G006683,HVAEP3.G006683,HVAEP1-G006683
G006684,HVAEP3.G006684,HVAEP1-G006684
G006685,HVAEP3.G006685,HVAEP1-G006685
G006686,HVAEP3.G006686,HVAEP1-G006686
G006687,HVAEP3.G006687,HVAEP1-G006687
G006688,HVAEP3.G006688,HVAEP1-G006688
G006689,HVAEP3.G006689,HVAEP1-G006689
G006690,HVAEP3.G006690,HVAEP1-G006690
G006691,HVAEP3.G006691,HVAEP1-G006691
G006692,HVAEP3.G006692,HVAEP1-G006692
G006693,HVAEP3.G006693,HVAEP1-G006693
G006694,HVAEP3.G006694,HVAEP1-G006694
G006695,HVAEP3.G006695,HVAEP1-G006695
G006696,HVAEP3.G006696,HVAEP1-G006696
G006697,HVAEP3.G006697,HVAEP1-G006697
G006698,HVAEP3.G006698,HVAEP1-G006698
G006699,HVAEP3.G006699,HVAEP1-G006699
G006700,HVAEP3.G006700,HVAEP1-G006700
G006701,HVAEP3.G006701,HVAEP1-G006701
G006702,HVAEP3.G006702,HVAEP1-G006702
G006703,HVAEP3.G006703,HVAEP1-G006703
G006704,HVAEP3.G006704,HVAEP1-G006704
G006705,HVAEP3.G006705,HVAEP1-G006705
G006706,HVAEP3.G006706,HVAEP1-G006706
G006707,HVAEP3.G006707,HVAEP1-G006707
G006708,HVAEP3.G006708,HVAEP1-G006708
G006709,HVAEP3.G006709,HVAEP1-G006709
G006710,HVAEP3.G006710,HVAEP1-G006710
G006711,HVAEP3.G006711,HVAEP1-G006711
G006712,HVAEP3.G006712,HVAEP1-G006712
G006713,HVAEP3.G006713,HVAEP1-G006713
G006714,HVAEP3.G006714,HVAEP1-G006714
G006715,HVAEP3.G006715,HVAEP1-G006715
G006716,HVAEP3.G006716,HVAEP1-G006716
G006717,HVAEP3.G006717,HVAEP1-G006717
G006718,HVAEP3.G006718,HVAEP1-G006718
G006719,HVAEP3.G006719,HVAEP1-G006719
G006720,HVAEP3.G006720,HVAEP1-G006720
G006721,HVAEP3.G006721,HVAEP1-G006721
G006722,HVAEP3.G006722,HVAEP1-G006722
G006723,HVAEP3.G006723,HVAEP1-G006723
G006724,HVAEP3.G006724,HVAEP1-G006724
G006725,HVAEP3.G006725,HVAEP1-G006725
G006726,HVAEP3.G006726,HVAEP1-G006726
G006727,HVAEP3.G006727,HVAEP1-G006727
G006728,HVAEP3.G006728,HVAEP1-G006728
G006729,HVAEP3.G006729,HVAEP1-G006729
G006730,HVAEP3.G006730,HVAEP1-G006730
G006731,HVAEP3.G006731,HVAEP1-G006731
G006732,HVAEP3.G006732,HVAEP1-G006732
G006733,HVAEP3.G006733,HVAEP1-G006733
G006734,HVAEP3.G006734,HVAEP1-G006734
G006735,HVAEP3.G006735,HVAEP1-G006735
G006736,HVAEP3.G006736,HVAEP1-G006736
G006737,HVAEP3.G006737,HVAEP1-G006737
G006738,HVAEP3.G006738,HVAEP1-G006738
G006739,HVAEP3.G006739,HVAEP1-G006739
G006740,HVAEP3.G006740,HVAEP1-G006740
G006741,HVAEP3.G006741,HVAEP1-G006741
G006742,HVAEP3.G006742,HVAEP1-G006742
G006743,HVAEP3.G006743,HVAEP1-G006743
G006744,HVAEP3.G006744,HVAEP1-G006744
G006745,HVAEP3.G006745,HVAEP1-G006745
G006746,HVAEP3.G006746,HVAEP1-G006746
G006747,HVAEP3.G006747,HVAEP1-G006747
G006748,HVAEP3.G006748,HVAEP1-G006748
G006749,HVAEP3.G006749,HVAEP1-G006749
G006750,HVAEP3.G006750,HVAEP1-G006750
G006751,HVAEP3.G006751,HVAEP1-G006751
G006752,HVAEP3.G006752,HVAEP1-G006752
G006753,HVAEP3.G006753,HVAEP1-G006753
G006754,HVAEP3.G006754,HVAEP1-G006754
G006755,HVAEP3.G006755,HVAEP1-G006755
G006756,HVAEP3.G006756,HVAEP1-G006756
G006757,HVAEP3.G006757,HVAEP1-G006757
G006758,HVAEP3.G006758,HVAEP1-G006758
G006759,HVAEP3.G006759,HVAEP1-G006759
G006760,HVAEP3.G006760,HVAEP1-G006760
G006761,HVAEP3.G006761,HVAEP1-G006761
G006762,HVAEP3.G006762,HVAEP1-G006762
G006763,HVAEP3.G006763,HVAEP1-G006763
G006764,HVAEP3.G006764,HVAEP1-G006764
G006765,HVAEP3.G006765,HVAEP1-G006765
G006766,HVAEP3.G006766,HVAEP1-G006766
G006767,HVAEP3.G006767,HVAEP1-G006767
G006768,HVAEP3.G006768,HVAEP1-G006768
G006769,HVAEP3.G006769,HVAEP1-G006769
G006770,HVAEP3.G006770,HVAEP1-G006770
G006771,HVAEP3.G006771,HVAEP1-G006771
G006772,HVAEP3.G006772,HVAEP1-G006772
G006773,HVAEP3.G006773,HVAEP1-G006773
G006774,HVAEP3.G006774,HVAEP1-G006774
G006775,HVAEP3.G006775,HVAEP1-G006775
G006776,HVAEP3.G006776,HVAEP1-G006776
G006777,HVAEP3.G006777,HVAEP1-G006777
G006778,HVAEP3.G006778,HVAEP1-G006778
G006779,HVAEP3.G006779,HVAEP1-G006779
G006780,HVAEP3.G006780,HVAEP1-G006780
G006781,HVAEP3.G006781,HVAEP1-G006781
G006782,HVAEP3.G006782,HVAEP1-G006782
G006783,HVAEP3.G006783,HVAEP1-G006783
G006784,HVAEP3.G006784,HVAEP1-G006784
G006785,HVAEP3.G006785,HVAEP1-G006785
G006786,HVAEP3.G006786,HVAEP1-G006786
G006787,HVAEP3.G006787,HVAEP1-G006787
G006788,HVAEP3.G006788,HVAEP1-G006788
G006789,HVAEP3.G006789,HVAEP1-G006789
G006790,HVAEP3.G006790,HVAEP1-G006790
G006791,HVAEP3.G006791,HVAEP1-G006791
G006792,HVAEP3.G006792,HVAEP1-G006792
G006793,HVAEP3.G006793,HVAEP1-G006793
G006794,HVAEP3.G006794,HVAEP1-G006794
G006795,HVAEP3.G006795,HVAEP1-G006795
G006796,HVAEP3.G006796,HVAEP1-G006796
G006797,HVAEP3.G006797,HVAEP1-G006797
G006798,HVAEP3.G006798,HVAEP1-G006798
G006799,HVAEP3.G006799,HVAEP1-G006799
G006800,HVAEP3.G006800,HVAEP1-G006800
G006801,HVAEP3.G006801,HVAEP1-G006801
G006802,HVAEP3.G006802,HVAEP1-G006802
G006803,HVAEP3.G006803,HVAEP1-G006803
G006804,HVAEP3.G006804,HVAEP1-G006804
G006805,HVAEP3.G006805,HVAEP1-G006805
G006806,HVAEP3.G006806,HVAEP1-G006806
G006807,HVAEP3.G006807,HVAEP1-G006807
G006808,HVAEP3.G006808,HVAEP1-G006808
G006809,HVAEP3.G006809,HVAEP1-G006809
